╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: KIDNEY (MGN-baseline) | E=10000 Pa (10.0 kPa) | ν=0.45
  Beam: 3cm x 2cm x 2cm
  Mesh: 20x6x6 | Device: cuda | Epochs: 3000
  Expected tip δ: 3.1288 mm | Scale: 3.13e-03
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 1029 | Tets: 3600 | Edges: 14128
  Params: 238,915  (~2× SolidGNN edge-MLP params)
  ⚡ F-bar enabled (ν=0.45 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
   1250 | -3.663797e-03 | -2.048154e-03 | -1.615643e-03 |  0.6322 |     6.4214 |  1.89e-04
   1275 | -3.669300e-03 | -2.045825e-03 | -1.623475e-03 |  0.6326 |     6.5897 |  1.58e-04
   1300 | -3.674401e-03 | -2.044398e-03 | -1.630003e-03 |  0.6331 |     6.7303 |  1.30e-04
   1325 | -3.679169e-03 | -2.043769e-03 | -1.635400e-03 |  0.6337 |     6.8467 |  1.06e-04
   1350 | -3.683666e-03 | -2.043847e-03 | -1.639819e-03 |  0.6344 |     6.9423 |  8.62e-05
   1375 | -3.687962e-03 | -2.044551e-03 | -1.643412e-03 |  0.6353 |     7.0202 |  7.05e-05
   1400 | -3.692168e-03 | -2.045830e-03 | -1.646338e-03 |  0.6364 |     7.0841 |  5.91e-05
   1425 | -3.696472e-03 | -2.047710e-03 | -1.648762e-03 |  0.6377 |     7.1377 |  5.23e-05
   1450 | -3.701214e-03 | -2.050385e-03 | -1.650830e-03 |  0.6393 |     7.1845 |  1.00e-03
   1475 | -2.121263e-03 | -8.544050e-04 | -1.266858e-03 |  0.9784 |     0.2690 |  9.99e-04
   1500 | -2.085141e-03 | -8.156651e-04 | -1.269476e-03 |  0.9888 |     0.2989 |  9.98e-04
   1525 | -2.115293e-03 | -8.543645e-04 | -1.260929e-03 |  0.9800 |     0.2490 |  9.95e-04
   1550 | -2.124680e-03 | -8.645869e-04 | -1.260093e-03 |  0.9855 |     0.2169 |  9.91e-04
   1575 | -2.135348e-03 | -8.757063e-04 | -1.259641e-03 |  0.9846 |     0.2109 |  9.86e-04
   1600 | -2.076900e-03 | -8.232071e-04 | -1.253693e-03 |  0.9807 |     0.1649 |  9.80e-04
   1625 | -2.902836e-03 | -1.605980e-03 | -1.296855e-03 |  0.9770 |     1.1944 |  9.72e-04
   1650 | -3.178675e-03 | -1.851387e-03 | -1.327288e-03 |  0.9986 |     1.6236 |  9.64e-04
   1675 | -3.282096e-03 | -1.936223e-03 | -1.345873e-03 |  1.0091 |     1.6269 |  9.54e-04
   1700 | -3.298883e-03 | -1.940216e-03 | -1.358667e-03 |  1.0096 |     1.8262 |  9.44e-04
   1725 | -3.307011e-03 | -1.943725e-03 | -1.363286e-03 |  1.0001 |     1.8876 |  9.32e-04
   1750 | -3.313154e-03 | -1.945894e-03 | -1.367260e-03 |  0.9979 |     1.9410 |  9.20e-04
   1775 | -3.318322e-03 | -1.946542e-03 | -1.371780e-03 |  0.9950 |     1.9933 |  9.07e-04
   1800 | -3.322775e-03 | -1.946367e-03 | -1.376408e-03 |  0.9926 |     2.0428 |  8.92e-04
   1825 | -3.326341e-03 | -1.945961e-03 | -1.380379e-03 |  0.9926 |     2.0873 |  8.77e-04
   1850 | -3.329321e-03 | -1.945269e-03 | -1.384052e-03 |  0.9936 |     2.1267 |  8.61e-04
   1875 | -3.331166e-03 | -1.945311e-03 | -1.385855e-03 |  0.9919 |     2.1408 |  8.44e-04
   1900 | -3.332289e-03 | -1.943215e-03 | -1.389073e-03 |  0.9977 |     2.1652 |  8.26e-04
   1925 | -3.333177e-03 | -1.945226e-03 | -1.387951e-03 |  0.9998 |     2.1479 |  8.08e-04
   1950 | -3.333780e-03 | -1.946368e-03 | -1.387412e-03 |  1.0019 |     2.1391 |  7.89e-04
   1975 | -3.334285e-03 | -1.946897e-03 | -1.387388e-03 |  1.0041 |     2.1372 |  7.69e-04
   2000 | -3.334755e-03 | -1.947275e-03 | -1.387480e-03 |  1.0064 |     2.1365 |  7.49e-04
   2025 | -3.335199e-03 | -1.947741e-03 | -1.387457e-03 |  1.0087 |     2.1347 |  7.28e-04
   2050 | -3.335620e-03 | -1.948152e-03 | -1.387468e-03 |  1.0113 |     2.1335 |  7.07e-04
   2075 | -3.336027e-03 | -1.948552e-03 | -1.387475e-03 |  1.0138 |     2.1323 |  6.85e-04
   2100 | -3.336432e-03 | -1.948960e-03 | -1.387472e-03 |  1.0161 |     2.1310 |  6.63e-04
   2125 | -3.336851e-03 | -1.949390e-03 | -1.387461e-03 |  1.0181 |     2.1296 |  6.40e-04
   2150 | -3.337295e-03 | -1.949853e-03 | -1.387441e-03 |  1.0200 |     2.1281 |  6.18e-04
   2175 | -3.337779e-03 | -1.950381e-03 | -1.387397e-03 |  1.0217 |     2.1261 |  5.95e-04
   2200 | -3.338326e-03 | -1.950999e-03 | -1.387327e-03 |  1.0234 |     2.1237 |  5.72e-04
   2225 | -3.338968e-03 | -1.951755e-03 | -1.387213e-03 |  1.0250 |     2.1206 |  5.48e-04
   2250 | -3.339751e-03 | -1.952715e-03 | -1.387037e-03 |  1.0267 |     2.1164 |  5.25e-04
   2275 | -3.340755e-03 | -1.954000e-03 | -1.386755e-03 |  1.0285 |     2.1106 |  5.02e-04
   2300 | -3.342115e-03 | -1.955828e-03 | -1.386287e-03 |  1.0305 |     2.1019 |  4.78e-04
   2325 | -3.344081e-03 | -1.958616e-03 | -1.385465e-03 |  1.0323 |     2.0879 |  4.55e-04
   2350 | -3.347175e-03 | -1.963257e-03 | -1.383917e-03 |  1.0325 |     2.0631 |  4.32e-04
   2375 | -3.352895e-03 | -1.972443e-03 | -1.380452e-03 |  1.0324 |     2.0100 |  4.10e-04
   2400 | -3.365715e-03 | -1.994059e-03 | -1.371656e-03 |  1.0300 |     1.8834 |  3.87e-04
   2425 | -3.393325e-03 | -2.032738e-03 | -1.360587e-03 |  0.9963 |     1.7116 |  3.65e-04
   2450 | -3.429518e-03 | -2.070797e-03 | -1.358720e-03 |  0.8963 |     1.6616 |  3.43e-04
   2475 | -3.471291e-03 | -2.103178e-03 | -1.368113e-03 |  0.9176 |     1.7363 |  3.22e-04
   2500 | -3.492611e-03 | -2.123567e-03 | -1.369043e-03 |  0.9187 |     1.8146 |  3.01e-04
   2525 | -3.500263e-03 | -2.126213e-03 | -1.374050e-03 |  0.9331 |     1.8958 |  2.81e-04
   2550 | -3.505115e-03 | -2.125893e-03 | -1.379222e-03 |  0.9625 |     1.9656 |  2.61e-04
   2575 | -3.508039e-03 | -2.124113e-03 | -1.383926e-03 |  0.9560 |     2.0284 |  2.42e-04
   2600 | -3.509829e-03 | -2.122493e-03 | -1.387336e-03 |  0.9421 |     2.0735 |  2.24e-04
   2625 | -3.511014e-03 | -2.120878e-03 | -1.390136e-03 |  0.9293 |     2.1066 |  2.06e-04
   2650 | -3.511882e-03 | -2.120378e-03 | -1.391504e-03 |  0.9234 |     2.1252 |  1.89e-04
   2675 | -3.512548e-03 | -2.119999e-03 | -1.392549e-03 |  0.9188 |     2.1388 |  1.73e-04
   2700 | -3.513088e-03 | -2.119656e-03 | -1.393432e-03 |  0.9147 |     2.1495 |  1.58e-04
   2725 | -3.513541e-03 | -2.119428e-03 | -1.394113e-03 |  0.9114 |     2.1576 |  1.43e-04
   2750 | -3.513928e-03 | -2.119283e-03 | -1.394645e-03 |  0.9088 |     2.1638 |  1.30e-04
   2775 | -3.514263e-03 | -2.119189e-03 | -1.395074e-03 |  0.9067 |     2.1688 |  1.18e-04
   2800 | -3.514556e-03 | -2.119131e-03 | -1.395425e-03 |  0.9049 |     2.1728 |  1.06e-04
   2825 | -3.514813e-03 | -2.119096e-03 | -1.395717e-03 |  0.9034 |     2.1762 |  9.56e-05
   2850 | -3.515040e-03 | -2.119076e-03 | -1.395965e-03 |  0.9021 |     2.1789 |  8.62e-05
   2875 | -3.515243e-03 | -2.119067e-03 | -1.396176e-03 |  0.9010 |     2.1812 |  7.78e-05
   2900 | -3.515425e-03 | -2.119064e-03 | -1.396361e-03 |  0.9000 |     2.1832 |  7.05e-05
   2925 | -3.515590e-03 | -2.119068e-03 | -1.396523e-03 |  0.8991 |     2.1850 |  6.42e-05
   2950 | -3.515741e-03 | -2.119074e-03 | -1.396667e-03 |  0.8983 |     2.1865 |  5.91e-05
   2975 | -3.515880e-03 | -2.119083e-03 | -1.396797e-03 |  0.8975 |     2.1879 |  5.51e-05
   3000 | -3.516013e-03 | -2.119096e-03 | -1.396916e-03 |  0.8968 |     2.1891 |  5.23e-05

  ======================================================================
  ✅ KIDNEY (MGN-baseline) COMPLETE
  Best loss: -3.793011e-03 (epoch 253)
  Tip: 7.5102 mm (expected: 3.1288 mm)  Err: 140.04%
  Training time: 113.2s (1.9min)
  ======================================================================

