╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: BRAIN (MGN-baseline) | E=1000 Pa (1.0 kPa) | ν=0.49
  Beam: 3cm x 2cm x 2cm
  Mesh: 25x8x8 | Device: cuda | Epochs: 3000
  Expected tip δ: 30.9898 mm | Scale: 1.00e-02
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 238,915  (~2× SolidGNN edge-MLP params)
  ⚡ F-bar enabled (ν=0.49 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -1.223780e-03 | 8.048784e-07 | -1.224585e-03 |  0.9887 |     0.0010 |  2.00e-05
      2 | -1.225208e-03 | -2.513493e-07 | -1.224956e-03 |  0.9903 |     0.0035 |  4.00e-05
      3 | -1.228028e-03 | -2.330814e-06 | -1.225697e-03 |  0.9904 |     0.0083 |  6.00e-05
      4 | -1.232177e-03 | -5.369986e-06 | -1.226807e-03 |  0.9906 |     0.0157 |  8.00e-05
      5 | -1.237572e-03 | -9.266296e-06 | -1.228306e-03 |  0.9910 |     0.0256 |  1.00e-04
     25 | -1.356323e-03 | 2.766115e-05 | -1.383984e-03 |  0.9821 |     1.5415 |  5.00e-04
     50 | -1.797883e-03 | 5.710401e-04 | -2.368924e-03 |  0.7256 |    13.4822 |  1.00e-03
     75 | -1.973015e-03 | 4.506771e-04 | -2.423692e-03 |  0.3094 |    14.1210 |  9.64e-04
    100 | -1.515426e-03 | 5.520471e-04 | -2.067473e-03 |  0.6978 |    10.5655 |  8.61e-04
    125 | -1.807126e-03 | 4.867593e-04 | -2.293885e-03 |  0.7864 |    12.4250 |  7.07e-04
    150 | -1.836697e-03 | 5.680730e-04 | -2.404770e-03 |  0.7703 |    14.1642 |  5.25e-04
