╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: VESSEL (MGN-baseline) | E=400000 Pa (400.0 kPa) | ν=0.49
  Beam: 10cm x 2cm x 2cm
  Mesh: 25x8x8 | Device: cuda | Epochs: 2500
  Expected tip δ: 9.6567 mm | Scale: 9.66e-03
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 238,915  (~2× SolidGNN edge-MLP params)
  ⚡ F-bar enabled (ν=0.49 ≥ 0.45, anti-locking)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
    850 | -5.922920e-02 | -5.467675e-02 | -4.552452e-03 |  0.9648 |     1.8015 |  8.61e-04
    875 | -5.895452e-02 | -5.461000e-02 | -4.344523e-03 |  0.9820 |     0.8866 |  8.26e-04
    900 | -5.905226e-02 | -5.471871e-02 | -4.333556e-03 |  0.9762 |     0.8472 |  7.89e-04
    925 | -5.911121e-02 | -5.472979e-02 | -4.381416e-03 |  0.9741 |     1.0288 |  7.49e-04
    950 | -5.915684e-02 | -5.471791e-02 | -4.438934e-03 |  0.9710 |     1.2526 |  7.07e-04
    975 | -5.920438e-02 | -5.470164e-02 | -4.502735e-03 |  0.9670 |     1.5130 |  6.63e-04
   1000 | -5.925426e-02 | -5.468177e-02 | -4.572494e-03 |  0.9639 |     1.8079 |  6.18e-04
   1025 | -5.930600e-02 | -5.465841e-02 | -4.647590e-03 |  0.9612 |     2.1383 |  5.72e-04
   1050 | -5.935885e-02 | -5.463305e-02 | -4.725802e-03 |  0.9589 |     2.4996 |  5.25e-04
   1075 | -5.941185e-02 | -5.460630e-02 | -4.805547e-03 |  0.9568 |     2.8844 |  4.78e-04
   1100 | -5.946429e-02 | -5.457926e-02 | -4.885028e-03 |  0.9549 |     3.2830 |  4.32e-04
   1125 | -5.951602e-02 | -5.455351e-02 | -4.962512e-03 |  0.9531 |     3.6867 |  3.87e-04
   1150 | -5.956646e-02 | -5.452938e-02 | -5.037081e-03 |  0.9515 |     4.0883 |  3.43e-04
   1175 | -5.961480e-02 | -5.450653e-02 | -5.108275e-03 |  0.9502 |     4.4811 |  3.01e-04
   1200 | -5.966026e-02 | -5.448494e-02 | -5.175311e-03 |  0.9491 |     4.8574 |  2.61e-04
   1225 | -5.969697e-02 | -5.446983e-02 | -5.227141e-03 |  0.9474 |     5.1550 |  2.24e-04
   1250 | -5.972901e-02 | -5.445211e-02 | -5.276896e-03 |  0.9456 |     5.4338 |  1.89e-04
   1275 | -5.976070e-02 | -5.443813e-02 | -5.322568e-03 |  0.9443 |     5.6970 |  1.58e-04
   1300 | -5.978711e-02 | -5.442503e-02 | -5.362079e-03 |  0.9433 |     5.9275 |  1.30e-04
   1325 | -5.980958e-02 | -5.441395e-02 | -5.395628e-03 |  0.9424 |     6.1247 |  1.06e-04
   1350 | -5.982837e-02 | -5.440456e-02 | -5.423809e-03 |  0.9418 |     6.2914 |  8.62e-05
   1375 | -5.984407e-02 | -5.439668e-02 | -5.447390e-03 |  0.9412 |     6.4314 |  7.05e-05
   1400 | -5.985733e-02 | -5.438998e-02 | -5.467350e-03 |  0.9408 |     6.5505 |  5.91e-05
   1425 | -5.986891e-02 | -5.438406e-02 | -5.484844e-03 |  0.9404 |     6.6551 |  5.23e-05
   1450 | -5.987970e-02 | -5.437853e-02 | -5.501170e-03 |  0.9401 |     6.7530 |  1.00e-03
   1475 | -5.559827e-02 | -5.120313e-02 | -4.395141e-03 |  0.9911 |     0.8524 |  9.99e-04
   1500 | -5.755738e-02 | -5.321542e-02 | -4.341956e-03 |  1.0038 |     0.9822 |  9.98e-04
   1525 | -5.778247e-02 | -5.344895e-02 | -4.333518e-03 |  0.9931 |     1.0020 |  9.95e-04
   1550 | -5.825412e-02 | -5.393276e-02 | -4.321354e-03 |  1.0019 |     0.9083 |  9.91e-04
   1575 | -5.862041e-02 | -5.436134e-02 | -4.259076e-03 |  0.9894 |     0.5599 |  9.86e-04
   1600 | -5.888993e-02 | -5.462684e-02 | -4.263090e-03 |  0.9937 |     0.5804 |  9.80e-04
   1625 | -5.898609e-02 | -5.472850e-02 | -4.257591e-03 |  0.9924 |     0.5534 |  9.72e-04
   1650 | -5.903323e-02 | -5.473219e-02 | -4.301043e-03 |  0.9883 |     0.7431 |  9.64e-04
   1675 | -5.909281e-02 | -5.472062e-02 | -4.372190e-03 |  0.9838 |     1.0355 |  9.54e-04
   1700 | -5.862097e-02 | -5.413933e-02 | -4.481641e-03 |  0.9909 |     1.3561 |  9.44e-04
   1725 | -5.904109e-02 | -5.469867e-02 | -4.342420e-03 |  0.9820 |     0.8684 |  9.32e-04
   1750 | -5.913219e-02 | -5.470822e-02 | -4.423967e-03 |  0.9803 |     1.1758 |  9.20e-04
   1775 | -5.921464e-02 | -5.468212e-02 | -4.532515e-03 |  0.9746 |     1.6087 |  9.07e-04
   1800 | -5.910842e-02 | -5.444930e-02 | -4.659118e-03 |  0.9714 |     2.1536 |  8.92e-04
   1825 | -5.901389e-02 | -5.462476e-02 | -4.389130e-03 |  0.9786 |     1.0865 |  8.77e-04
   1850 | -5.917615e-02 | -5.470179e-02 | -4.474367e-03 |  0.9771 |     1.3962 |  8.61e-04
   1875 | -5.925628e-02 | -5.468315e-02 | -4.573124e-03 |  0.9741 |     1.7832 |  8.44e-04
   1900 | -5.933005e-02 | -5.464347e-02 | -4.686585e-03 |  0.9714 |     2.2674 |  8.26e-04
   1925 | -5.940311e-02 | -5.460317e-02 | -4.799946e-03 |  0.9670 |     2.8008 |  8.08e-04
   1950 | -5.751378e-02 | -5.267962e-02 | -4.834151e-03 |  0.9645 |     2.8925 |  7.89e-04
   1975 | -5.903164e-02 | -5.464645e-02 | -4.385186e-03 |  0.9774 |     1.0903 |  7.69e-04
   2000 | -5.915901e-02 | -5.471367e-02 | -4.445337e-03 |  0.9780 |     1.2970 |  7.49e-04
   2025 | -5.921932e-02 | -5.470717e-02 | -4.512147e-03 |  0.9774 |     1.5549 |  7.28e-04
   2050 | -5.927455e-02 | -5.468128e-02 | -4.593269e-03 |  0.9751 |     1.8667 |  7.07e-04
   2075 | -5.932682e-02 | -5.465427e-02 | -4.672543e-03 |  0.9719 |     2.1961 |  6.85e-04
   2100 | -5.937669e-02 | -5.462741e-02 | -4.749278e-03 |  0.9691 |     2.5403 |  6.63e-04
   2125 | -5.942481e-02 | -5.460110e-02 | -4.823702e-03 |  0.9668 |     2.8957 |  6.40e-04
   2150 | -5.947167e-02 | -5.457526e-02 | -4.896406e-03 |  0.9647 |     3.2607 |  6.18e-04
   2175 | -5.951797e-02 | -5.454976e-02 | -4.968210e-03 |  0.9628 |     3.6361 |  5.95e-04
   2200 | -5.956459e-02 | -5.452491e-02 | -5.039682e-03 |  0.9612 |     4.0225 |  5.72e-04
   2225 | -5.588624e-02 | -5.077757e-02 | -5.108674e-03 |  0.9599 |     4.3866 |  5.48e-04
   2250 | -5.941613e-02 | -5.450943e-02 | -4.906694e-03 |  0.9618 |     3.3748 |  5.25e-04
   2275 | -5.951087e-02 | -5.456747e-02 | -4.943402e-03 |  0.9659 |     3.5281 |  5.02e-04
   2300 | -5.955312e-02 | -5.454578e-02 | -5.007343e-03 |  0.9625 |     3.8315 |  4.78e-04
   2325 | -5.958957e-02 | -5.452338e-02 | -5.066187e-03 |  0.9609 |     4.1429 |  4.55e-04
   2350 | -5.962431e-02 | -5.450343e-02 | -5.120878e-03 |  0.9591 |     4.4474 |  4.32e-04
   2375 | -5.965808e-02 | -5.448388e-02 | -5.174201e-03 |  0.9574 |     4.7495 |  4.10e-04
   2400 | -5.969114e-02 | -5.446484e-02 | -5.226306e-03 |  0.9558 |     5.0502 |  3.87e-04
   2425 | -5.972356e-02 | -5.444624e-02 | -5.277329e-03 |  0.9542 |     5.3493 |  3.65e-04
   2450 | -5.975533e-02 | -5.442809e-02 | -5.327230e-03 |  0.9527 |     5.6465 |  3.43e-04
   2475 | -5.978642e-02 | -5.441051e-02 | -5.375901e-03 |  0.9513 |     5.9408 |  3.22e-04
   2500 | -5.981683e-02 | -5.439357e-02 | -5.423256e-03 |  0.9499 |     6.2311 |  3.01e-04

  ======================================================================
  ✅ VESSEL (MGN-baseline) COMPLETE
  Best loss: -5.989698e-02 (epoch 1453)
  Tip: 6.9938 mm (expected: 9.6567 mm)  Err: 27.58%
  Training time: 104.1s (1.7min)
  ======================================================================

