╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — MGN-style Baseline (AMP ablation)                ║
║  Replaces AntisymMP with directed-edge MP (no antisymmetry) ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090

======================================================================
  TISSUE: BONE (MGN-baseline) | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 15x4x4 | Device: cuda | Epochs: 2000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
  AMP: OFF (MGN-style directed MP, two independent edge MLPs)
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 238,915  (~2× SolidGNN edge-MLP params)

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -7.449748e-03 | 6.845353e-06 | -7.456594e-03 |  0.9994 |     0.0015 |  2.00e-05
      2 | -7.451305e-03 | 5.398088e-06 | -7.456703e-03 |  0.9995 |     0.0016 |  4.00e-05
      3 | -7.452494e-03 | 4.441598e-06 | -7.456935e-03 |  0.9996 |     0.0018 |  6.00e-05
      4 | -7.454328e-03 | 2.946866e-06 | -7.457274e-03 |  0.9997 |     0.0021 |  8.00e-05
      5 | -7.454971e-03 | 2.685224e-06 | -7.457656e-03 |  0.9998 |     0.0025 |  1.00e-04
     25 | -7.456119e-03 | 7.003867e-06 | -7.463123e-03 |  0.9997 |     0.0180 |  5.00e-04
     50 | -7.475653e-03 | 1.570585e-05 | -7.491359e-03 |  0.9989 |     0.0827 |  1.00e-03
     75 | -7.478925e-03 | 1.695062e-05 | -7.495876e-03 |  0.9990 |     0.1036 |  1.00e-03
    100 | -7.491470e-03 | 1.786029e-05 | -7.509330e-03 |  0.9990 |     0.1603 |  9.98e-04
    125 | -7.512491e-03 | 3.578868e-05 | -7.548280e-03 |  0.9983 |     0.2743 |  9.97e-04
    150 | -7.519602e-03 | 4.160753e-05 | -7.561210e-03 |  0.9983 |     0.3209 |  9.94e-04
    175 | -7.519861e-03 | 5.421510e-05 | -7.574076e-03 |  0.9983 |     0.3655 |  9.90e-04
    200 | -7.535320e-03 | 6.413230e-05 | -7.599452e-03 |  0.9982 |     0.4579 |  9.86e-04
    225 | -7.531147e-03 | 5.678462e-05 | -7.587931e-03 |  0.9981 |     0.4208 |  9.81e-04
    250 | -7.539463e-03 | 7.355084e-05 | -7.613014e-03 |  0.9982 |     0.5085 |  9.76e-04
    275 | -7.540201e-03 | 8.310360e-05 | -7.623305e-03 |  0.9981 |     0.5452 |  9.69e-04
    300 | -7.540440e-03 | 7.909496e-05 | -7.619535e-03 |  0.9981 |     0.5325 |  9.62e-04
    325 | -7.542126e-03 | 8.431413e-05 | -7.626440e-03 |  0.9981 |     0.5577 |  9.55e-04
    350 | -7.541327e-03 | 7.531729e-05 | -7.616644e-03 |  0.9982 |     0.5240 |  9.46e-04
    375 | -7.542654e-03 | 8.620627e-05 | -7.628860e-03 |  0.9981 |     0.5662 |  9.37e-04
    400 | -7.543870e-03 | 8.700679e-05 | -7.630877e-03 |  0.9981 |     0.5742 |  9.27e-04
    425 | -7.543568e-03 | 8.728339e-05 | -7.630851e-03 |  0.9981 |     0.5747 |  9.17e-04
    450 | -7.543214e-03 | 8.686830e-05 | -7.630082e-03 |  0.9981 |     0.5711 |  9.05e-04
    475 | -7.542975e-03 | 8.884296e-05 | -7.631818e-03 |  0.9980 |     0.5769 |  8.94e-04
    500 | -7.542910e-03 | 8.779939e-05 | -7.630710e-03 |  0.9980 |     0.5731 |  8.81e-04
    525 | -7.544850e-03 | 8.575738e-05 | -7.630608e-03 |  0.9981 |     0.5734 |  8.68e-04
    550 | -7.536573e-03 | 9.382734e-05 | -7.630401e-03 |  0.9981 |     0.5737 |  8.55e-04
    575 | -7.544736e-03 | 8.686160e-05 | -7.631598e-03 |  0.9980 |     0.5765 |  8.41e-04
    600 | -7.544479e-03 | 8.831044e-05 | -7.632789e-03 |  0.9980 |     0.5812 |  8.26e-04
    625 | -7.544048e-03 | 8.963454e-05 | -7.633682e-03 |  0.9980 |     0.5840 |  8.11e-04
    650 | -7.544464e-03 | 8.742564e-05 | -7.631889e-03 |  0.9980 |     0.5769 |  7.96e-04
    675 | -7.544166e-03 | 8.938102e-05 | -7.633547e-03 |  0.9980 |     0.5836 |  7.80e-04
    700 | -7.544378e-03 | 8.968468e-05 | -7.634062e-03 |  0.9980 |     0.5854 |  7.64e-04
    725 | -7.544292e-03 | 8.817864e-05 | -7.632471e-03 |  0.9980 |     0.5796 |  7.47e-04
    750 | -7.544614e-03 | 8.951582e-05 | -7.634130e-03 |  0.9980 |     0.5855 |  7.30e-04
    775 | -7.545039e-03 | 8.851109e-05 | -7.633550e-03 |  0.9980 |     0.5839 |  7.12e-04
    800 | -7.545147e-03 | 8.901471e-05 | -7.634162e-03 |  0.9980 |     0.5859 |  6.94e-04
    825 | -7.543781e-03 | 9.000385e-05 | -7.633785e-03 |  0.9980 |     0.5841 |  6.76e-04
    850 | -7.545337e-03 | 8.902447e-05 | -7.634361e-03 |  0.9980 |     0.5866 |  6.58e-04
    875 | -7.544788e-03 | 8.968978e-05 | -7.634478e-03 |  0.9980 |     0.5871 |  6.39e-04
    900 | -7.544897e-03 | 8.835696e-05 | -7.633253e-03 |  0.9980 |     0.5827 |  6.21e-04
    925 | -7.545370e-03 | 8.906772e-05 | -7.634438e-03 |  0.9980 |     0.5869 |  6.02e-04
    950 | -7.545282e-03 | 8.928380e-05 | -7.634566e-03 |  0.9980 |     0.5874 |  5.82e-04
    975 | -7.544840e-03 | 8.975490e-05 | -7.634595e-03 |  0.9980 |     0.5873 |  5.63e-04
   1000 | -7.545009e-03 | 8.975975e-05 | -7.634769e-03 |  0.9980 |     0.5880 |  5.44e-04
   1025 | -7.545086e-03 | 8.974414e-05 | -7.634830e-03 |  0.9980 |     0.5883 |  5.24e-04
   1050 | -7.545099e-03 | 8.977827e-05 | -7.634877e-03 |  0.9980 |     0.5885 |  5.05e-04
   1075 | -7.544645e-03 | 9.027496e-05 | -7.634920e-03 |  0.9980 |     0.5887 |  4.86e-04
   1100 | -7.545121e-03 | 8.983944e-05 | -7.634960e-03 |  0.9980 |     0.5888 |  4.66e-04
   1125 | -7.545048e-03 | 8.994619e-05 | -7.634995e-03 |  0.9980 |     0.5889 |  4.47e-04
   1150 | -7.545467e-03 | 8.956040e-05 | -7.635027e-03 |  0.9980 |     0.5890 |  4.28e-04
   1175 | -7.545074e-03 | 8.998538e-05 | -7.635059e-03 |  0.9980 |     0.5892 |  4.08e-04
   1200 | -7.545689e-03 | 8.940097e-05 | -7.635090e-03 |  0.9980 |     0.5893 |  3.89e-04
   1225 | -7.545726e-03 | 8.939211e-05 | -7.635118e-03 |  0.9980 |     0.5894 |  3.71e-04
   1250 | -7.545851e-03 | 8.929643e-05 | -7.635148e-03 |  0.9980 |     0.5895 |  3.52e-04
   1275 | -7.545486e-03 | 8.968831e-05 | -7.635174e-03 |  0.9980 |     0.5896 |  3.34e-04
   1300 | -7.545975e-03 | 8.922310e-05 | -7.635198e-03 |  0.9980 |     0.5896 |  3.16e-04
   1325 | -7.544917e-03 | 9.030342e-05 | -7.635220e-03 |  0.9980 |     0.5897 |  2.98e-04
   1350 | -7.545150e-03 | 9.009354e-05 | -7.635243e-03 |  0.9980 |     0.5898 |  2.80e-04
   1375 | -7.545465e-03 | 8.979841e-05 | -7.635264e-03 |  0.9980 |     0.5899 |  2.63e-04
   1400 | -7.545417e-03 | 8.986656e-05 | -7.635283e-03 |  0.9980 |     0.5899 |  2.46e-04
   1425 | -7.544722e-03 | 9.057748e-05 | -7.635300e-03 |  0.9980 |     0.5900 |  2.30e-04
   1450 | -7.545017e-03 | 9.030180e-05 | -7.635319e-03 |  0.9980 |     0.5901 |  2.14e-04
   1475 | -7.545657e-03 | 8.967847e-05 | -7.635335e-03 |  0.9980 |     0.5901 |  1.99e-04
   1500 | -7.545484e-03 | 8.986783e-05 | -7.635352e-03 |  0.9980 |     0.5902 |  1.84e-04
   1525 | -7.545083e-03 | 9.028125e-05 | -7.635364e-03 |  0.9980 |     0.5902 |  1.69e-04
   1550 | -7.545544e-03 | 8.983367e-05 | -7.635377e-03 |  0.9980 |     0.5903 |  1.55e-04
   1575 | -7.545506e-03 | 8.988431e-05 | -7.635390e-03 |  0.9979 |     0.5903 |  1.42e-04
   1600 | -7.545321e-03 | 9.008015e-05 | -7.635401e-03 |  0.9979 |     0.5903 |  1.29e-04
   1625 | -7.545216e-03 | 9.019425e-05 | -7.635410e-03 |  0.9979 |     0.5904 |  1.16e-04
